codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,0.7653,7.6296,1.438,1.7574,2.0888,2.6667,3.1126,4.9345,3.5916,5.253,10.9225,8.6202
P_VPA,P/VPA,Valuation,x,0.0486,0.067,0.0592,0.1263,0.1372,0.1632,0.201,0.3138,0.3651,0.4569,0.1463,0.1154
EV_EBITDA,EV/EBITDA,Valuation,x,2.5238,4.1668,3.7677,4.5415,3.8547,2.2532,1.5907,2.0716,1.9427,2.0025,2.0721,1.966
EV_EBIT,EV/EBIT,Valuation,x,3.0382,7.7761,4.9794,6.0865,5.0427,2.7267,1.8308,2.5022,2.2851,2.2814,2.9939,2.8406
EV_RECEITA,EV/Receita,Valuation,x,0.5845,0.7477,0.606,0.6823,0.6175,0.5087,0.3782,0.4129,0.4483,0.5659,0.4077,0.3868
DY,Dividend Yield,Valuation,%,57.6363,44.5215,8.5637,12.1287,19.8451,12.8464,17.9367,13.3715,8.5538,6.7957,20.7764,26.3255
PAYOUT,Payout,Valuation,%,14.7335,115.2791,7.2543,14.0237,13.828,12.7912,18.694,22.3252,13.3519,11.9437,21.7128,21.7128
ROE,ROE,Rentabilidade,%,19.0104,2.5828,7.3473,11.5081,19.6548,17.1728,20.3192,19.8539,24.8365,27.3617,14.1598,14.1598
ROA,ROA,Rentabilidade,%,6.043,0.8077,2.377,3.412,5.6987,5.5093,7.0723,7.7459,10.6134,12.4108,6.2953,6.2953
ROIC,ROIC,Rentabilidade,%,10.9011,4.5639,6.5467,5.6575,6.9824,11.3127,16.2247,12.8645,14.8311,17.4287,9.1157,9.1157
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,23.161,17.9448,16.0843,15.0227,16.0204,22.5758,23.7777,19.9324,23.078,28.2623,19.675,19.675
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,11.5958,1.7832,4.6132,7.8222,12.3199,11.3571,11.1539,11.8805,15.6496,17.8788,9.4783,9.4783
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,2.3959,3.9095,3.5248,3.9395,3.3189,1.7523,1.1018,1.0764,0.8842,0.8906,1.5686,1.5686
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.9097,1.0182,0.859,0.8267,0.8495,0.571,0.4529,0.3394,0.305,0.366,0.4557,0.4557
ICJ,ICJ,Endividamento,x,5.5732,1.256,2.6516,4.8139,,5.1977,3.0853,3.6302,19.0786,18.9671,4.8752,4.8752
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,41.5412,31.8653,16.4648,14.8767,18.5858,13.71,12.8928,9.0316,26.7488,23.426,19.3517,19.3517
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.7172,0.7238,0.9856,1.1882,1.2812,1.595,1.2116,1.2017,0.9065,0.8647,0.89,0.89
LIQ_SECA,Liquidez Seca,Liquidez,x,0.7144,0.7195,0.9812,1.1867,1.2762,1.595,1.2116,1.2017,0.9065,0.8647,0.89,0.89
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.6063,0.6422,0.7356,0.9377,0.8947,0.9411,0.9688,0.9889,1.05,1.1126,1.0962,1.0962
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.5211,0.4466,0.514,0.372,0.5085,0.4665,0.6465,0.6421,0.67,0.6667,0.6552,0.6552
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,22.1834,18.7408,22.1508,32.1334,29.293,22.3097,15.1053,14.4756,15.4268,18.0434,13.9093,13.9093
PME,PME,Eficiência,dias,0.85,1.2344,0.785,0.7254,0.7228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCG_RECEITA,NCG/Receita,Eficiência,%,-3.5147,-1.7812,0.7228,22.4811,14.5532,11.038,3.4993,0.088,-2.4573,-3.2467,-2.2903,-2.2903
