codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,1.415,3.1361,0.8965,1.3557,4.0878,2.9621,2.5373,2.5862,7.0926,7.6162,6.9707,7.389
P_VPA,P/VPA,Valuation,x,0.074,0.0617,0.1175,0.3744,0.4355,0.4676,0.7285,0.6798,1.2475,1.5489,0.2563,0.2717
EV_EBITDA,EV/EBITDA,Valuation,x,2.9264,3.2462,1.5764,2.6121,3.1185,2.3605,2.4306,2.0674,4.0037,4.9701,2.8519,2.8839
EV_EBIT,EV/EBIT,Valuation,x,4.7441,9.0553,1.9499,3.0539,4.0716,2.928,2.7171,2.2142,4.8155,6.593,3.919,3.9629
EV_RECEITA,EV/Receita,Valuation,x,0.7689,0.6019,0.5213,0.7114,0.7481,0.5904,0.822,0.5784,1.0216,1.2784,0.7703,0.7789
DY,Dividend Yield,Valuation,%,15.6257,36.5549,69.0698,20.1695,14.4109,6.6173,3.8205,8.2415,4.0089,1.2912,3.9501,3.7265
PAYOUT,Payout,Valuation,%,22.8286,379.0618,59.358,51.918,59.4595,19.0808,9.2945,20.5226,27.9481,17.0399,9.3288,9.3288
ROE,ROE,Rentabilidade,%,5.0651,0.623,13.8541,14.7911,10.9026,16.6555,32.6472,30.8269,18.5037,10.3082,10.9738,10.9738
ROA,ROA,Rentabilidade,%,2.2821,0.2906,6.8719,7.358,4.9559,6.5726,10.5402,9.6394,6.1057,2.8819,3.1033,3.1033
ROIC,ROIC,Rentabilidade,%,5.2786,2.1009,11.0592,11.5547,9.3132,13.0014,20.2894,23.2398,15.9224,12.9306,10.9241,10.9241
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,26.2736,18.5415,33.0671,27.2356,23.9907,25.01,33.8196,27.979,25.5154,25.7218,27.0093,27.0093
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,6.8785,0.9424,16.6342,14.3972,10.361,13.1923,17.8794,13.9392,10.2825,6.1731,6.0875,6.0875
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,2.5439,2.7191,1.1441,1.2514,1.3366,0.8395,1.1445,0.8268,1.1943,1.8029,2.3196,2.3196
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.4922,0.3183,0.3108,0.3443,0.3267,0.2581,0.6483,0.4531,0.5303,0.8817,1.1168,1.1168
ICJ,ICJ,Endividamento,x,2.4023,0.9637,6.4183,9.0505,3.8786,8.5114,5.4271,3.5817,2.7207,1.5148,1.6722,1.6722
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,49.5898,60.7834,54.1776,46.0236,37.6131,15.6187,25.8809,37.1001,32.1746,30.1002,30.3184,30.3184
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.2454,1.2686,1.3538,1.366,1.5125,1.7977,1.3334,1.5323,1.8234,1.3653,1.5472,1.5472
LIQ_SECA,Liquidez Seca,Liquidez,x,0.8288,1.004,1.0112,0.9065,0.9882,1.241,0.601,0.8037,0.9185,0.7501,0.6558,0.6558
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.8408,0.904,0.9387,0.9306,0.8284,0.8379,0.6571,0.7755,0.7539,0.6982,0.6679,0.6679
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.3318,0.3043,0.4193,0.4906,0.437,0.4509,0.4915,0.645,0.5753,0.444,0.4635,0.4635
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,250.6653,184.9058,213.0647,193.1156,183.5727,172.3896,326.8377,218.372,233.6384,268.9466,275.1244,275.1244
PME,PME,Eficiência,dias,312.1531,256.6802,254.9632,286.5261,295.3301,281.6626,397.1424,286.7083,284.8802,364.5887,325.3633,325.3633
NCG_RECEITA,NCG/Receita,Eficiência,%,37.4181,35.244,31.5219,27.9022,28.349,16.4669,28.578,25.9523,34.2772,24.9923,39.83,39.83
