codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,59093085.89,46068791.14,40040403.28,32746798.22,20392324.35,18159588.11,35947053.51,35872628.96,54478764.32,69735795.31,63558558.37,82834514.6,123395889.67,216724264.62,265166704.14,244179611.64,244179611.64
P_L,P/L,Valuation,x,2.8849,2.4387,3.3484,2.4947,-1.6303,-0.905,-4.8298,166.7758,3.5765,2.9833,17.8354,1.3535,1.1443,3.0348,12.4085,5.4222,5.4222
P_VPA,P/VPA,Valuation,x,0.3339,0.243,0.2124,0.1643,0.115,0.1234,0.2493,0.2332,0.3368,0.4086,0.358,0.3727,0.5935,0.9935,1.2495,0.9951,0.9951
EV_EBITDA,EV/EBITDA,Valuation,x,2.5668,2.8603,4.0124,4.4276,36.2268,16.5571,5.7247,4.2449,3.3049,3.111,4.053,1.4784,1.1742,2.338,3.7655,2.6929,2.6929
EV_EBIT,EV/EBIT,Valuation,x,3.4049,4.0075,6.787,8.0963,-14.4818,-31.8713,22.5853,9.0185,5.5283,5.3386,8.8154,1.9206,1.4464,3.1554,5.6053,5.5592,5.5592
EV_RECEITA,EV/Receita,Valuation,x,0.7276,0.7259,0.7592,0.9123,0.9411,1.3068,1.3173,1.2008,1.0252,1.4431,1.6078,0.8945,0.6637,1.1669,1.5668,1.4741,1.4741
DY,Dividend Yield,Valuation,%,12.4736,14.1667,9.7151,9.063,36.4077,0.0,0.0,0.0,12.2951,10.0266,2.8091,50.7927,67.3711,17.5079,17.5352,13.8544,13.8544
PAYOUT,Payout,Valuation,%,35.9854,34.5488,32.5295,22.6096,-59.3541,0.0,0.0,0.0,43.9735,29.9127,50.101,68.7496,77.0925,53.1332,217.5852,75.1216,75.1216
ROE,ROE,Rentabilidade,%,11.5728,10.3073,6.3254,6.7686,-6.6431,-12.37,-5.1089,0.1443,9.653,14.0626,2.0469,30.6149,50.1362,33.524,9.871,19.0216,19.0216
ROA,ROA,Rentabilidade,%,6.9045,5.9171,3.2672,3.2024,-2.8356,-4.1536,-1.5301,0.0461,3.1558,4.5867,0.6529,10.9432,19.3885,12.3462,3.4021,6.8117,6.8117
ROIC,ROIC,Rentabilidade,%,8.0902,6.7071,4.3474,3.972,-2.4402,-1.339,1.919,4.5298,7.7518,8.7394,5.1218,21.2324,32.9784,20.4815,13.0417,11.6375,11.6375
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,28.3465,25.3785,18.9218,20.6054,2.5977,7.8927,23.0104,28.2878,31.0208,46.3872,39.6686,60.5033,56.523,49.9119,41.61,54.7397,54.7397
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,16.8335,13.5597,7.4488,7.546,-6.5006,-10.935,-4.6162,0.1329,7.6316,13.5552,2.2957,23.696,29.4742,24.4468,7.5401,15.8695,15.8695
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,1.0185,1.6621,2.7679,3.5265,32.1919,15.4467,4.8308,3.4984,2.4771,2.2672,3.0416,0.9704,0.6194,0.8914,1.6002,1.1675,1.1675
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.1985,0.31,0.4459,0.6342,0.9077,1.5203,1.2428,1.0413,0.9481,1.0626,1.055,0.6822,0.6161,0.5958,0.8893,0.7391,0.7391
ICJ,ICJ,Endividamento,x,13.7632,6.8888,2.8709,3.3973,-2.368,-0.4008,0.5347,1.0812,1.9811,2.0564,0.9469,3.309,10.261,8.3477,1.4759,5.0238,5.0238
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,13.2877,12.1927,7.8038,7.0129,8.992,11.6439,8.2572,6.4302,4.3735,11.7151,13.0848,15.4449,16.9752,18.4058,18.4174,17.075,17.075
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.8771,1.7353,1.6964,1.4947,1.6335,1.5199,1.7976,1.889,1.4794,0.9652,1.0443,1.2471,0.9959,0.9582,0.6941,0.819,0.819
LIQ_SECA,Liquidez Seca,Liquidez,x,1.5285,1.3183,1.2692,1.0909,1.265,1.2595,1.4573,1.5488,1.1207,0.681,0.8278,0.947,0.7161,0.7314,0.4808,0.5653,0.5653
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.692,0.6082,0.4852,0.4146,0.3836,0.3807,0.3847,0.4037,0.3971,0.2926,0.3657,0.4255,0.4471,0.429,0.3471,0.3583,0.3583
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.4102,0.4075,0.4115,0.4049,0.4251,0.3573,0.3511,0.3412,0.4066,0.3264,0.2755,0.4653,0.6565,0.4872,0.4364,0.4055,0.4055
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,36.5941,47.557,39.2811,35.0669,28.9483,32.0899,36.3251,37.7432,39.379,38.9114,17.5929,43.54,34.9489,41.5302,21.9268,30.1686,30.1686
PME,PME,Eficiência,dias,52.4333,61.345,50.8616,51.3278,42.6929,46.8951,51.627,52.6245,55.6427,65.9667,71.7049,62.5452,53.6843,55.3011,61.2112,65.3752,65.3752
NCG_RECEITA,NCG/Receita,Eficiência,%,4.3035,6.7848,5.2802,4.3737,4.426,4.5156,8.8224,5.6,0.7952,1.2569,-2.5288,4.8435,-1.4381,-5.1428,-7.6328,-6.2654,-6.2654
