codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,34508583.57,28178275.22,26217560.25,23864702.28,14957454.24,10027656.59,22184089.44,24032763.56,35348889.99,48569710.97,45600628.29,56300530.02,77700333.47,152935768.11,177065759.83,166172757.07,166172757.07
P_L,P/L,Valuation,x,1.7255,1.9725,2.8889,2.3536,-1.6182,-0.6704,-3.4737,-143.0,3.1869,2.8149,15.0741,1.2286,0.9605,2.8527,11.4472,5.0681,5.0681
P_VPA,P/VPA,Valuation,x,0.259,0.1975,0.1847,0.1591,0.1121,0.0905,0.2044,0.2076,0.2903,0.3781,0.3413,0.3365,0.4965,0.9314,1.1401,0.9253,0.9253
EV_EBITDA,EV/EBITDA,Valuation,x,1.5893,2.1168,3.2603,3.9064,33.8992,15.8417,5.1719,3.7979,2.8029,2.6136,3.4641,1.176,0.8338,1.4899,2.4672,1.7852,1.7852
EV_EBIT,EV/EBIT,Valuation,x,2.1083,2.9659,5.5149,7.1431,-13.5513,-30.4943,20.4043,8.0689,4.6885,4.4851,7.5345,1.5277,1.027,2.0108,3.6726,3.6854,3.6854
EV_RECEITA,EV/Receita,Valuation,x,0.4505,0.5372,0.6169,0.8049,0.8806,1.2503,1.1901,1.0743,0.8695,1.2124,1.3742,0.7115,0.4713,0.7436,1.0266,0.9772,0.9772
DY,Dividend Yield,Valuation,%,16.125,17.4338,11.1682,24.8402,57.515,,,,15.0555,10.8361,2.9528,56.2511,120.8842,26.8073,20.002,15.9108,15.9108
PAYOUT,Payout,Valuation,%,27.8235,34.389,32.2636,58.4638,-93.0697,,,,47.9798,30.5031,44.5104,69.1104,116.1125,76.4722,228.9666,80.6378,80.6378
ROE,ROE,Rentabilidade,%,11.5728,10.3073,6.3254,6.7686,6.6431,12.37,5.1089,0.1443,9.653,14.0626,2.0469,30.6149,50.1362,33.524,9.871,17.7948,17.7948
ROA,ROA,Rentabilidade,%,6.9045,5.9171,3.2672,3.2024,2.8356,4.1536,1.5301,0.0461,3.1558,4.5867,0.6529,10.9432,19.3885,12.3462,3.4021,6.3724,6.3724
ROIC,ROIC,Rentabilidade,%,8.0902,6.7071,4.3474,3.972,-2.4402,-1.339,1.919,4.5298,7.7518,8.7394,5.1218,21.2324,32.9784,20.4815,13.0417,11.6375,11.6375
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,28.3465,25.3785,18.9218,20.6054,2.5977,7.8927,23.0104,28.2878,31.0208,46.3872,39.6686,60.5033,56.523,49.9119,41.61,54.7397,54.7397
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,16.8335,13.5597,7.4488,7.546,6.5006,10.935,4.6162,0.1329,7.6316,13.5552,2.2957,23.696,29.4742,24.4468,7.5401,14.846,14.846
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,1.0185,1.6621,2.7679,3.5265,32.1919,15.4467,4.8308,3.4984,2.4771,2.2672,3.0416,0.9704,0.6194,0.8914,1.6002,1.1675,1.1675
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.1985,0.31,0.4459,0.6342,0.9077,1.5203,1.2428,1.0413,0.9481,1.0626,1.055,0.6822,0.6161,0.5958,0.8893,0.7391,0.7391
ICJ,ICJ,Endividamento,x,9.9291,4.4391,2.8709,3.3973,-2.368,-0.4008,0.5347,1.0812,1.9811,2.0564,0.7696,2.9362,8.7672,8.3477,1.4759,2.5607,2.5607
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,13.2877,12.1927,7.8038,7.0129,8.992,11.6439,8.2572,6.4302,4.3735,11.7151,13.0848,15.4449,16.9752,18.4058,18.4174,17.075,17.075
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.8771,1.7353,1.6964,1.4947,1.6335,1.5199,1.7976,1.889,1.4794,0.9652,1.0443,1.2471,0.9959,0.9582,0.6941,0.819,0.819
LIQ_SECA,Liquidez Seca,Liquidez,x,1.5285,1.3183,1.2692,1.0909,1.265,1.2595,1.4573,1.5488,1.1207,0.681,0.8278,0.947,0.7161,0.7314,0.4808,0.5653,0.5653
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.692,0.6082,0.4852,0.4146,0.3836,0.3807,0.3847,0.4037,0.3971,0.2926,0.3657,0.4255,0.4471,0.429,0.3471,0.3583,0.3583
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.4102,0.4075,0.4115,0.4049,0.4251,0.3573,0.3511,0.3412,0.4066,0.3264,0.2755,0.4653,0.6565,0.4872,0.4364,0.4055,0.4055
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,36.5941,47.557,39.2811,35.0669,28.9483,32.0899,36.3251,37.7432,39.379,38.9114,17.5929,43.54,34.9489,41.5302,21.9268,30.1686,30.1686
PME,PME,Eficiência,dias,52.4333,61.345,50.8616,51.3278,42.6929,46.8951,51.627,52.6245,55.6427,65.9667,71.7049,62.5452,53.6843,55.3011,61.2112,65.3752,65.3752
NCG_RECEITA,NCG/Receita,Eficiência,%,4.3035,6.7848,5.2802,4.3737,4.426,4.5156,8.8224,5.6,0.7952,1.2569,-2.5288,4.8435,-1.4381,-5.1428,-7.6328,-6.2654,-6.2654
